Year,Manufacturer,Division,Model,Index (Model Type Index),Displacement,Cylinders,Transmission,City FE (Guide) - Conventional Fuel,Hwy FE (Guide) - Conventional Fuel,Comb FE (Guide) - Conventional Fuel,City Unadj FE - Conventional Fuel,Hwy Unadj FE - Conventional Fuel,Comb Unadj FE - Conventional Fuel,City Unrd Adj FE - Conventional Fuel,Hwy Unrd Adj FE - Conventional Fuel,Comb Unrd Adj FE - Conventional Fuel,Guzzler,Air Aspir Method,Air Aspiration Method Desc,Trans,Trans Desc,# Gears,Drive Sys,Drive Desc,Fuel Usage  - Conventional Fuel,Fuel Usage Desc - Conventional Fuel,Annual Fuel1 Cost - Conventional Fuel,Intake Valves Per Cyl,Exhaust Valves Per Cyl,Carline Class,Carline Class Desc,Energy Storage Device Desc,# Batteries,Battery Type Desc,Total Voltage for Battery Pack(s),Batt Energy Capacity (Amp-hrs),Batt Specific Energy (Watt-hr/kg),Batt Charger Type Desc,Regen Braking Type Desc,"Regen Braking Type, If Other","Regen Braking Wheels Source (Front, Rear, Both)",Driver Cntrl Regen Braking?,MFR Calculated Gas Guzzler MPG ,FE Rating (1-10 rating on Label),GHG Rating (1-10 rating on Label),GHG 1-10 rating on Ethanol (EPA Determined),#1 Mfr Smog Rating (Mfr Smog 1-10 Rating on Label for Test Group 1),$ You Spend over 5 years ,City CO2 Rounded Adjusted,Hwy CO2 Rounded Adjusted,Comb CO2 Rounded Adjusted
2019,Jaguar Land Rover L,Jaguar,XF,260,2.0,4,Auto(S8),25,34,28,32.5,49,38.3043,25.1342,33.7731,28.4037,,TC,Turbocharged,SA,Semi-Automatic,8,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),1600,2,2,5,Midsize Cars,,,,,,,,,,,,38.6,6,6,,7,1000,353,262,312
2019,General Motors,Buick,ENCORE,233,1.4,4,Auto(S6),26,31,28,34.2,45.3,38.4384,26.3074,31.4791,28.4076,,TC,Turbocharged,SA,Semi-Automatic,6,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1350,2,2,30,Small SUV 2WD,,,,,,,,,,,,38.7,6,6,,3,,337,282,312
2019,Honda,Honda,CR-V FWD,36,2.4,4,Auto(AV),26,32,28,33.2997,46.8495,38.2821,25.6877,32.4443,28.3439,,NA,Naturally Aspirated,CVT,Continuously Variable,1,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1350,2,2,30,Small SUV 2WD,,,,,,,,,,,,,6,6,,5,,344,272,312
2019,Nissan,NISSAN,ROGUE FWD,81,2.5,4,Auto(AV),26,33,29,33.3245,47.79,38.5794,25.7048,33.027,28.5535,,NA,Naturally Aspirated,CVT,Continuously Variable,1,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1300,2,2,30,Small SUV 2WD,,,,,,,,,,,,,6,6,,7,,346,270,312
2019,Mercedes-Benz,Mercedes-Benz,A 220,162,2.0,4,Auto(A7),24,35,28,31.5,51.4,38.1458,24.4382,35.2413,28.3488,,TC,Turbocharged,A,Automatic,7,F,"2-Wheel Drive, Front",GPR,Gasoline (Premium Unleaded Required),1600,2,2,3,Subcompact Cars,,,,,,,,,,,,38.4,6,6,,5,1000,364,252,313
2019,BMW,BMW,330i xDrive,304,2.0,4,Auto(S8),25,34,28,31.9282,49.7691,38.0693,24.7368,34.2453,28.2689,,TC,Turbocharged,SA,Semi-Automatic,8,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),1600,2,2,4,Compact Cars,,,,,,,,,,,,38.3,6,6,,7,1000,357,259,313
2019,MAZDA,MAZDA,Mazda3 4-Door 4WD,307,2.5,4,Auto(S6),25,33,28,32.8,47.9,38.2221,25.3422,33.095,28.3285,,NA,Naturally Aspirated,SA,Semi-Automatic,6,4,4-Wheel Drive,G,Gasoline (Regular Unleaded Recommended),1350,2,2,4,Compact Cars,,,,,,,,,,,,38.5,6,6,,7,,350,268,313
2019,Honda,Honda,HR-V AWD,25,1.8,4,Auto(AV-S7),26,31,28,34.2907,44.6067,38.2738,26.3697,31.045,28.2867,,NA,Naturally Aspirated,SCV,Selectable Continuously Variable (e.g. CVT with paddles),7,4,4-Wheel Drive,G,Gasoline (Regular Unleaded Recommended),1350,2,2,7,Small Station Wagons,,,,,,,,,,,,37.6,6,6,,5,,336,286,314
2019,Toyota,TOYOTA,HIGHLANDER HYBRID AWD,23,3.5,6,Auto(AV-S6),29,27,28,39.8449,38.6997,39.3213,29.0088,27,28.4359,,NA,Naturally Aspirated,SCV,Selectable Continuously Variable (e.g. CVT with paddles),6,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),1350,2,2,33,Standard SUV 4WD,Battery(s),1,NiMH,288,6.5,42.6,On-Board,Electrical Regen Brake,,Front Wheels,N,,6,6,,7,,304,328,314
2019,BMW,Mini,COOPER S CONVERTIBLE,58,2.0,4,Auto(S6),25,33,28,32.6426,47.5738,38.0111,25.2331,32.8933,28.187,,TC,Turbocharged,SA,Semi-Automatic,6,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1600,2,2,2,Minicompact Cars,,,,,,,,,,,,38.3,6,6,,7,1000,351,270,315
2019,BMW,Mini,JOHN COOPER WORKS CONVERTIBLE,82,2.0,4,Auto(S6),25,33,28,32.6426,47.5738,38.0111,25.2331,32.8933,28.187,,TC,Turbocharged,SA,Semi-Automatic,6,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1600,2,2,2,Minicompact Cars,,,,,,,,,,,,38.3,6,6,,3,1000,351,270,315
2019,Volkswagen Group of,Volkswagen,Jetta,63,2.0,4,Auto(AM-S7),25,32,28,31.3,45.9,36.5286,25.2479,32.471,28.0564,,TC,Turbocharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1350,2,2,4,Compact Cars,,,,,,,,,,,,36.8,6,6,,7,,350,272,315
2019,General Motors,Chevrolet,EQUINOX FWD,190,1.5,4,Auto(A6),26,32,28,33.2,46.3,38.0438,25.6188,32.1028,28.1801,,TC,Turbocharged,A,Automatic,6,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1350,2,2,30,Small SUV 2WD,,,,,,,,,,,,38.3,6,6,,5,,347,277,315
2019,BMW,Mini,COOPER S HARDTOP 2 DOOR,54,2.0,4,Auto(S6),25,32,28,32.8547,46.784,37.9376,25.3801,32.4037,28.1232,,TC,Turbocharged,SA,Semi-Automatic,6,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1600,2,2,3,Subcompact Cars,,,,,,,,,,,,38.2,6,6,,7,1000,351,274,316
2019,BMW,Mini,COOPER S HARDTOP 4 DOOR,56,2.0,4,Auto(S6),25,32,28,32.8547,46.784,37.9376,25.3801,32.4037,28.1232,,TC,Turbocharged,SA,Semi-Automatic,6,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1600,2,2,3,Subcompact Cars,,,,,,,,,,,,38.2,6,6,,7,1000,351,274,316
2019,BMW,Mini,JOHN COOPER WORKS HARDTOP,84,2.0,4,Auto(S6),25,32,28,32.8547,46.784,37.9376,25.3801,32.4037,28.1232,,TC,Turbocharged,SA,Semi-Automatic,6,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1600,2,2,3,Subcompact Cars,,,,,,,,,,,,38.2,6,6,,3,1000,351,274,316
2019,Honda,Acura,ILX,40,2.4,4,Auto(AM-S8),24,34,28,31.2,49.9,37.5287,24.2285,34.3255,27.9249,,NA,Naturally Aspirated,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1600,2,2,4,Compact Cars,,,,,,,,,,,,37.8,6,6,,3,1000,364,258,316
2019,Volvo,"Volvo Cars of North America, LLC",S60 FWD,127,2.0,4,Auto(S8),24,36,28,30.5,52.3,37.5418,23.7377,35.7879,27.9767,,TC,Turbocharged,SA,Semi-Automatic,8,F,"2-Wheel Drive, Front",GPR,Gasoline (Premium Unleaded Required),1600,2,2,4,Compact Cars,,,,,,,,,,,,37.5,6,6,,5,1000,373,247,316
2019,Honda,Acura,RLX,15,3.5,6,Auto(AM-S7),28,29,28,38.3,41.7,39.7588,28,29.2106,28,,NA,Naturally Aspirated,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),1600,2,2,5,Midsize Cars,Battery(s),1,Lithium Ion,259,4.25,51,On-Board,Electrical Regen Brake,,Both,N,40,6,6,,7,1000,316,303,316
2019,Volvo,"Volvo Cars of North America, LLC",V60 FWD,131,2.0,4,Auto(S8),24,36,28,30.5,52.3,37.5418,23.7377,35.7879,27.9767,,TC,Turbocharged,SA,Semi-Automatic,8,F,"2-Wheel Drive, Front",GPR,Gasoline (Premium Unleaded Required),1600,2,2,7,Small Station Wagons,,,,,,,,,,,,37.5,6,6,,5,1000,373,247,316
2019,General Motors,Chevrolet,TRAX,304,1.4,4,Auto(S6),26,31,28,33.6,47.1,38.5755,25.8948,31.1332,28.0161,,TC,Turbocharged,SA,Semi-Automatic,6,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1350,2,2,30,Small SUV 2WD,,,,,,,,,,,,38.8,6,6,,5,,343,282,316
2019,Ford Motor Company,Ford,ECOSPORT FWD,130,1.0,3,Auto(S6),27,29,28,35.7602,47.8067,40.3337,27.3732,29.0529,28.1044,,TC,Turbocharged,SA,Semi-Automatic,6,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1350,2,2,30,Small SUV 2WD,,,,,,,,,,,,40.6,6,6,,5,,324,306,316
2019,FCA US LLC,ALFA ROMEO,4C,403,1.8,4,Auto(AM6),24,34,28,28.7,45.7,34.4702,24.2492,34.3275,27.9406,,TC,Turbocharged,AM,Automated Manual,6,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),1600,2,2,1,Two Seaters,,,,,,,,,,,,34.7,6,6,,1,1000,365,259,317
2019,Ford Motor Company,Ford,Fiesta ST FWD,143,1.6,4,Manual(M6),25,32,28,32.8329,45.3475,37.4885,25.365,31.5087,27.8047,,TC,Turbocharged,M,Manual,6,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1350,2,2,4,Compact Cars,,,,,,,,,,,,38.1,6,6,,3,,347,279,317
2019,Hyundai,HYUNDAI MOTOR COMPANY,Veloster,2,2.0,4,Manual(M6),25,33,28,32.4,48.4,38.0621,25.0648,33.4036,28.2369,,NA,Naturally Aspirated,M,Manual,6,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1350,2,2,4,Compact Cars,,,,,,,,,,,,38.7,6,6,,5,,358,268,317
2019,Toyota,LEXUS,LS 500h,90,3.5,6,Auto(AV-S10),25,33,28,33.6925,46.1128,38.3395,24.9229,32.9452,27.99,,NA,Naturally Aspirated,SCV,Selectable Continuously Variable (e.g. CVT with paddles),10,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),1600,2,2,5,Midsize Cars,Battery(s),1,Lithium Ion,311,3.6,65.3,On-Board,Electrical Regen Brake,,Rear Wheels,N,38.8,6,6,,7,1000,356,269,317
2019,General Motors,Cadillac,CT6,405,2.0,4,Auto(S10),24,34,28,33.0973,50.8,39.2527,24,34.1823,28,,TC,Turbocharged,SA,Semi-Automatic,10,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),1600,2,2,6,Large Cars,,,,,,,,,,,,39.5,6,6,,6,1000,370,260,317
2019,General Motors,GMC,TERRAIN FWD,191,1.5,4,Auto(A9),26,30,28,33.6,44.2,37.6647,25.8948,30,27.8901,,TC,Turbocharged,A,Automatic,9,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1350,2,2,30,Small SUV 2WD,,,,,,,,,,,,37.9,6,6,,5,,341,295,317
2019,Toyota,TOYOTA,RAV4 AWD,107,2.5,4,Auto(S8),25,33,28,34.1373,47.9988,39.2362,25,33.156,28,,NA,Naturally Aspirated,SA,Semi-Automatic,8,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),1350,2,2,31,Small SUV 4WD,,,,,,,,,,,,,6,6,,6,,355,268,317
2019,BMW,BMW,230i Coupe,200,2.0,4,Auto(S8),24,35,28,30.8033,50.544,37.3715,23.9506,34.7194,27.8358,,TC,Turbocharged,SA,Semi-Automatic,8,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),1600,2,2,3,Subcompact Cars,,,,,,,,,,,,37.6,6,6,,7,1000,370,255,318
2019,Mercedes-Benz,Mercedes-Benz,A 220 4MATIC,160,2.0,4,Auto(A7),25,33,28,31.7493,48.3992,37.5645,24.6121,33.4031,27.9185,,TC,Turbocharged,A,Automatic,7,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),1600,2,2,3,Subcompact Cars,,,,,,,,,,,,37.8,6,6,,5,1000,361,266,318
2019,Nissan,NISSAN,Rogue Sport,201,2.0,4,Auto(AV-S7),25,32,28,35.6072,47.415,40.1011,25,32,28,,NA,Naturally Aspirated,SCV,Selectable Continuously Variable (e.g. CVT with paddles),7,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1350,2,2,7,Small Station Wagons,,,,,,,,,,,,40.4,6,6,,5,,356,278,318
2019,Hyundai,HYUNDAI MOTOR COMPANY,Sonata,42,2.4,4,Auto(S6),25,33,28,32.6,47.6,37.9868,25.2036,32.9095,28.1721,,NA,Naturally Aspirated,SA,Semi-Automatic,6,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1350,2,2,6,Large Cars,,,,,,,,,,,,38.2,6,6,,7,,357,273,319
2019,Kia,KIA MOTORS CORPORATION,Soul,6,1.6,4,Auto(S6),26,31,28,33.3,42.4,36.8599,26.0867,30.9049,28.0549,,NA,Naturally Aspirated,SA,Semi-Automatic,6,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1350,2,2,7,Small Station Wagons,,,,,,,,,,,,37.1,6,6,,3,,343,290,319
2019,General Motors,Chevrolet,EQUINOX AWD,622,1.6,4,Auto(A6),28,38,32,36.6,56.5,43.4935,27.9425,38.3105,31.8173,,TC,Turbocharged,A,Automatic,6,A,All Wheel Drive,DU,"Diesel, ultra low sulfur (15 ppm, maximum)",1350,2,2,31,Small SUV 4WD,,,,,,,,,,,,,7,6,,3,,363,265,319
2019,General Motors,GMC,TERRAIN AWD,623,1.6,4,Auto(A6),28,38,32,36.6,56.5,43.4935,27.9425,38.3105,31.8173,,TC,Turbocharged,A,Automatic,6,A,All Wheel Drive,DU,"Diesel, ultra low sulfur (15 ppm, maximum)",1350,2,2,31,Small SUV 4WD,,,,,,,,,,,,,7,6,,3,,363,265,319
2019,Kia,KIA MOTORS CORPORATION,Soul,8,1.6,4,Auto(AM7),26,31,28,33.4,43.9,37.4285,25.7569,30.6012,27.7325,,TC,Turbocharged,AM,Automated Manual,7,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1350,2,2,7,Small Station Wagons,,,,,,,,,,,,37.7,6,6,,3,,345,290,320
2019,Subaru,Subaru,OUTBACK AWD,19,2.5,4,Auto(AV-S7),25,32,28,32.2366,46.4276,37.3778,24.9513,32.1822,27.7579,,NA,Naturally Aspirated,SCV,Selectable Continuously Variable (e.g. CVT with paddles),7,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),1350,2,2,31,Small SUV 4WD,,,,,,,,,,,,37.4,6,6,,5,,356,276,320
2019,BMW,BMW,Z4 sDrive30i,350,2.0,4,Auto(S8),25,32,28,32.2,45.9,37.1959,24.9259,31.8536,27.63,,TC,Turbocharged,SA,Semi-Automatic,8,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),1600,2,2,1,Two Seaters,,,,,,,,,,,,37.4,6,6,,7,1000,355,278,321
2019,Jaguar Land Rover L,Jaguar,XE AWD,771,2.0,4,Auto(S8),24,34,28,30.7,49.6,37.0537,23.8782,34.1416,27.6136,,TC,Turbocharged,SA,Semi-Automatic,8,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),1600,2,2,4,Compact Cars,,,,,,,,,,,,37.3,6,6,,7,1000,371,261,321
2019,Volkswagen Group of,Volkswagen,Jetta,62,2.0,4,Manual(M6),25,32,28,30.2,46.4,35.8292,24.5184,32.3866,27.5279,,TC,Turbocharged,M,Manual,6,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1350,2,2,4,Compact Cars,,,,,,,,,,,,36.1,6,6,,7,,361,273,321
2019,BMW,Mini,COOPER CLUBMAN,31,1.5,3,Manual(M6),24,33,28,31.3792,48.3841,37.2743,24.3538,33.3938,27.7321,,TC,Turbocharged,M,Manual,6,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1600,2,2,5,Midsize Cars,,,,,,,,,,,,37.5,6,6,,7,1000,365,266,321
2019,BMW,Mini,COOPER COUNTRYMAN,39,1.5,3,Manual(M6),24,33,28,31.3792,48.3841,37.2743,24.3538,33.3938,27.7321,,TC,Turbocharged,M,Manual,6,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1600,2,2,5,Midsize Cars,,,,,,,,,,,,37.5,6,6,,3,1000,365,266,321
2019,General Motors,Chevrolet,EQUINOX FWD,225,1.6,4,Auto(A6),28,39,32,36,57.8,43.359,27.5361,39.0821,31.7581,,TC,Turbocharged,A,Automatic,6,F,"2-Wheel Drive, Front",DU,"Diesel, ultra low sulfur (15 ppm, maximum)",1350,2,2,30,Small SUV 2WD,,,,,,,,,,,,43.7,7,6,,3,,370,260,321
2019,General Motors,GMC,TERRAIN FWD,226,1.6,4,Auto(A6),28,39,32,36,57.8,43.359,27.5361,39.0821,31.7581,,TC,Turbocharged,A,Automatic,6,F,"2-Wheel Drive, Front",DU,"Diesel, ultra low sulfur (15 ppm, maximum)",1350,2,2,30,Small SUV 2WD,,,,,,,,,,,,43.7,7,6,,3,,370,260,321
2019,Subaru,Subaru,BRZ,2,2.0,4,Auto(S6),24,33,27,31.3,47.3,36.92,24.2984,32.7237,27.4825,,NA,Naturally Aspirated,SA,Semi-Automatic,6,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),1650,2,2,2,Minicompact Cars,,,,,,,,,,,,36.9,6,6,,1,1250,365,270,322
2019,Hyundai,HYUNDAI MOTOR COMPANY,Elantra GT,56,1.6,4,Auto(AM7),25,32,28,32,46.4,37.1944,24.7868,32.165,27.6399,,TC,Turbocharged,AM,Automated Manual,7,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1350,2,2,6,Large Cars,,,,,,,,,,,,37.4,6,6,,5,,359,277,322
2019,MAZDA,MAZDA,CX-5 2WD,504,2.5,4,Auto(S6),25,31,28,32.7177,44.4226,37.1189,25.2852,30.9295,27.5474,,NA,Naturally Aspirated,SA,Semi-Automatic,6,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1350,2,2,30,Small SUV 2WD,,,,,,,,,,,,,6,6,,7,,351,287,322
2019,Mercedes-Benz,Mercedes-Benz,GLA 250,506,2.0,4,Auto(AM7),24,33,27,30.9,48,36.7994,24.0184,33.1568,27.4191,,TC,Turbocharged,AM,Automated Manual,7,F,"2-Wheel Drive, Front",GPR,Gasoline (Premium Unleaded Required),1650,2,2,30,Small SUV 2WD,,,,,,,,,,,,37.1,6,6,,5,1250,368,267,322
2019,BMW,BMW,430i Convertible,404,2.0,4,Auto(S8),24,34,27,30.2926,49.5973,36.7251,23.5919,34.1399,27.4016,,TC,Turbocharged,SA,Semi-Automatic,8,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),1650,2,2,3,Subcompact Cars,,,,,,,,,,,,37,6,6,,7,1250,375,260,324
2019,BMW,BMW,430i Coupe,400,2.0,4,Auto(S8),24,34,27,30.2926,49.5973,36.7251,23.5919,34.1399,27.4016,,TC,Turbocharged,SA,Semi-Automatic,8,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),1650,2,2,4,Compact Cars,,,,,,,,,,,,37,6,6,,7,1250,375,260,324
2019,BMW,BMW,430i Gran Coupe,408,2.0,4,Auto(S8),24,34,27,30.2926,49.5973,36.7251,23.5919,34.1399,27.4016,,TC,Turbocharged,SA,Semi-Automatic,8,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),1650,2,2,4,Compact Cars,,,,,,,,,,,,37,6,6,,7,1250,375,260,324
2019,BMW,BMW,530i,530,2.0,4,Auto(S8),24,34,27,30.2926,49.5973,36.7251,23.5919,34.1399,27.4016,,TC,Turbocharged,SA,Semi-Automatic,8,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),1650,2,2,5,Midsize Cars,,,,,,,,,,,,37,6,6,,7,1250,375,260,324
2019,BMW,Mini,COOPER CLUBMAN,30,1.5,3,Auto(S6),24,32,27,31.2112,46.3761,36.5963,24.2363,32.1501,27.2554,,TC,Turbocharged,SA,Semi-Automatic,6,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1650,2,2,5,Midsize Cars,,,,,,,,,,,,36.8,6,6,,7,1250,365,275,324
2019,BMW,Mini,COOPER COUNTRYMAN,38,1.5,3,Auto(S6),24,32,27,31.2112,46.3761,36.5963,24.2363,32.1501,27.2554,,TC,Turbocharged,SA,Semi-Automatic,6,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1650,2,2,5,Midsize Cars,,,,,,,,,,,,36.8,6,6,,3,1250,365,275,324
2019,Hyundai,HYUNDAI MOTOR COMPANY,Kona AWD,32,1.6,4,Auto(AM7),26,29,27,33.4,42.8,37.063,26.0618,29.4201,27.473,,TC,Turbocharged,AM,Automated Manual,7,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),1400,2,2,31,Small SUV 4WD,,,,,,,,,,,,,6,6,,3,,342,302,324
2019,Nissan,NISSAN,ROGUE AWD,82,2.5,4,Auto(AV),25,32,27,32.0947,45.3388,36.9521,24.8527,31.5033,27.4615,,NA,Naturally Aspirated,CVT,Continuously Variable,1,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),1400,2,2,31,Small SUV 4WD,,,,,,,,,,,,,6,6,,7,,358,283,324
2019,Volkswagen Group of,Volkswagen,GTI,46,2.0,4,Auto(AM-S7),25,31,27,30.8,44.2,35.6657,24.5894,31.2771,27.2073,,TC,Turbocharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1400,2,2,4,Compact Cars,,,,,,,,,,,,35.9,6,6,,7,,359,282,325
2019,Kia,KIA MOTORS CORPORATION,Optima FE,20,2.4,4,Auto(S6),25,35,29,32.7,49.5128,38.5979,25.1296,35.0098,28.7852,,NA,Naturally Aspirated,SA,Semi-Automatic,6,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1300,2,2,6,Large Cars,,,,,,,,,,,,38.9,6,6,,5,,372,268,325
2019,Hyundai,HYUNDAI MOTOR COMPANY,Kona AWD,34,2.0,4,Auto(S6),25,30,27,33.0212,43.3672,36.9925,25.4953,30.2657,27.4416,,NA,Naturally Aspirated,SA,Semi-Automatic,6,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),1400,2,2,31,Small SUV 4WD,,,,,,,,,,,,,6,6,,5,,351,294,325
2019,FCA US LLC,FIAT,500,33,1.4,4,Auto(A6),24,32,27,31.2858,45.6643,36.4506,24.2885,31.7066,27.1466,,TC,Turbocharged,A,Automatic,6,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1650,2,2,2,Minicompact Cars,,,,,,,,,,,,36.7,6,6,,3,1250,365,279,326
2019,FCA US LLC,FIAT,500 Abarth,35,1.4,4,Auto(A6),24,32,27,31.2858,45.6643,36.4506,24.2885,31.7066,27.1466,,TC,Turbocharged,A,Automatic,6,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1650,2,2,2,Minicompact Cars,,,,,,,,,,,,36.7,6,6,,3,1250,365,279,326
2019,BMW,BMW,230i xDrive Coupe,202,2.0,4,Auto(S8),24,33,27,30.4468,47.859,36.4074,23.7003,33.0697,27.1635,,TC,Turbocharged,SA,Semi-Automatic,8,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),1650,2,2,3,Subcompact Cars,,,,,,,,,,,,36.7,6,6,,7,1250,374,268,326
2019,Volkswagen Group of,Volkswagen,GTI,45,2.0,4,Manual(M6),24,32,27,28.8,44.2,34.1551,23.9544,32.1076,27.0448,,TC,Turbocharged,M,Manual,6,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1400,2,2,4,Compact Cars,,,,,,,,,,,,34.4,6,6,,7,,368,275,326
2019,Mitsubishi Motors Co,Mitsubishi Motors Corporation,OUTLANDER 2WD,211,2.4,4,Auto(AV-S6),25,30,27,32.4967,43.9896,36.8263,25.1319,30,27.3502,,NA,Naturally Aspirated,SCV,Selectable Continuously Variable (e.g. CVT with paddles),6,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1400,2,2,30,Small SUV 2WD,,,,,,,,,,,,37.1,6,6,,5,,352,295,326
2019,Ford Motor Company,Ford,FUSION FWD,12,1.5,4,Auto(S6),23,34,27,30.1418,48.666,36.3719,23.4857,33.5675,27.156,,TC,Turbocharged,SA,Semi-Automatic,6,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1400,2,2,5,Midsize Cars,,,,,,,,,,,,36.6,6,6,,7,,378,265,327
2019,Hyundai,HYUNDAI MOTOR COMPANY,Elantra GT,55,2.0,4,Auto(S6),25,32,27,31.6,46.6,36.9526,24.508,32.2893,27.489,,NA,Naturally Aspirated,SA,Semi-Automatic,6,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1400,2,2,6,Large Cars,,,,,,,,,,,,37.5,6,6,,5,,367,278,327
2019,Kia,KIA MOTORS CORPORATION,Optima,19,2.4,4,Auto(S6),24,33,27,31.3692,47.0807,36.9124,24.3468,32.5878,27.4732,,NA,Naturally Aspirated,SA,Semi-Automatic,6,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1400,2,2,6,Large Cars,,,,,,,,,,,,37.2,6,6,,5,,369,276,327
2019,Mitsubishi Motors Co,Mitsubishi Motors Corporation,ECLIPSE CROSS ES 2WD,232,1.5,4,Auto(AV-S8),26,29,27,34.0801,44.4236,38.0688,26.2251,29,27,,TC,Turbocharged,SCV,Selectable Continuously Variable (e.g. CVT with paddles),8,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1400,2,2,30,Small SUV 2WD,,,,,,,,,,,,38.3,6,6,,5,,337,303,327
2019,Toyota,TOYOTA,86,111,2.0,4,Auto(S6),24,32,27,30.6,46.6,36.1919,23.808,32.2893,26.9993,,NA,Naturally Aspirated,SA,Semi-Automatic,6,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),1650,2,2,2,Minicompact Cars,,,,,,,,,,,,36.9,6,6,,1,1250,372,274,328
