Year,Manufacturer,Division,Model,Index (Model Type Index),Displacement,Cylinders,Transmission,City FE (Guide) - Conventional Fuel,Hwy FE (Guide) - Conventional Fuel,Comb FE (Guide) - Conventional Fuel,City Unadj FE - Conventional Fuel,Hwy Unadj FE - Conventional Fuel,Comb Unadj FE - Conventional Fuel,City Unrd Adj FE - Conventional Fuel,Hwy Unrd Adj FE - Conventional Fuel,Comb Unrd Adj FE - Conventional Fuel,Guzzler,Air Aspir Method,Air Aspiration Method Desc,Trans,Trans Desc,# Gears,Drive Sys,Drive Desc,Fuel Usage  - Conventional Fuel,Fuel Usage Desc - Conventional Fuel,Annual Fuel1 Cost - Conventional Fuel,Intake Valves Per Cyl,Exhaust Valves Per Cyl,Carline Class,Carline Class Desc,Energy Storage Device Desc,# Batteries,Battery Type Desc,Total Voltage for Battery Pack(s),Batt Energy Capacity (Amp-hrs),Batt Specific Energy (Watt-hr/kg),Batt Charger Type Desc,Regen Braking Type Desc,"Regen Braking Type, If Other","Regen Braking Wheels Source (Front, Rear, Both)",Driver Cntrl Regen Braking?,MFR Calculated Gas Guzzler MPG ,FE Rating (1-10 rating on Label),GHG Rating (1-10 rating on Label),GHG 1-10 rating on Ethanol (EPA Determined),#1 Mfr Smog Rating (Mfr Smog 1-10 Rating on Label for Test Group 1),$ You Spend over 5 years ,City CO2 Rounded Adjusted,Hwy CO2 Rounded Adjusted,Comb CO2 Rounded Adjusted
2019,Hyundai,HYUNDAI MOTOR COMPANY,Ioniq Blue,49,1.6,4,Auto(AM6),57,59,58,75.7,79.1,77.1931,56.5105,59.4169,57.7824,,NA,Naturally Aspirated,AM,Automated Manual,6,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),650,2,2,6,Large Cars,Battery(s),1,Lithium Ion,240,6.5,40.5,On-Board,Electrical Regen Brake,,Front Wheels,N,77.6,10,10,,7,,157,150,154
2019,Toyota,TOYOTA,PRIUS Eco,84,1.8,4,Auto(AV),58,53,56,83.5598,77.7618,80.8472,57.8088,53.3226,55.7,,NA,Naturally Aspirated,CVT,Continuously Variable,1,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),700,2,2,5,Midsize Cars,Battery(s),1,Lithium Ion,207,4,68.2,On-Board,Electrical Regen Brake,,Front Wheels,N,82.5,10,10,,7,,152,166,158
2019,Hyundai,HYUNDAI MOTOR COMPANY,Ioniq,48,1.6,4,Auto(AM6),55,54,55,72.421,74.8987,73.5154,54.7111,54.4394,54.5885,,NA,Naturally Aspirated,AM,Automated Manual,6,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),700,2,2,6,Large Cars,Battery(s),1,Lithium Ion,240,6.5,40.5,On-Board,Electrical Regen Brake,,Front Wheels,N,73.9,10,10,,7,,163,164,163
2019,Honda,Honda,INSIGHT,16,1.5,4,Auto(AV),55,49,52,79.992,72.5994,76.4872,54.9485,48.7657,51.9827,,NA,Naturally Aspirated,CVT,Continuously Variable,1,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),750,2,2,5,Midsize Cars,Battery(s),1,Lithium Ion,222,5.5,80,On-Board,Electrical Regen Brake,,Front Wheels,N,77.6,10,10,,7,,161,182,170
2019,Toyota,TOYOTA,CAMRY HYBRID LE,32,2.5,4,Auto(AV-S6),51,53,52,71.6856,71.9,71.7819,50.9899,52.7112,51.7504,,NA,Naturally Aspirated,SCV,Selectable Continuously Variable (e.g. CVT with paddles),6,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),750,2,2,5,Midsize Cars,Battery(s),1,Lithium Ion,259,4,68.2,On-Board,Electrical Regen Brake,,Front Wheels,N,72.6,10,10,,7,,173,167,170
2019,Toyota,TOYOTA,PRIUS,82,1.8,4,Auto(AV),54,50,52,76.6865,70.2235,73.6368,54,49.8747,52.3985,,NA,Naturally Aspirated,CVT,Continuously Variable,1,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),750,2,2,5,Midsize Cars,Battery(s),1,Lithium Ion,207,4,68.2,On-Board,Electrical Regen Brake,,Front Wheels,N,74.4,10,10,,7,,163,178,170
2019,Toyota,TOYOTA,PRIUS AWD,83,1.8,4,Auto(AV),52,48,50,74.7256,70.7987,72.9059,52,48.0503,50,,NA,Naturally Aspirated,CVT,Continuously Variable,1,P,Part-time 4-Wheel Drive,G,Gasoline (Regular Unleaded Recommended),750,2,2,5,Midsize Cars,Battery(s),1,NiMH,202,6.5,46.4,On-Board,Electrical Regen Brake,,Front Wheels,N,73.7,10,10,,7,,169,183,176
2019,Kia,KIA MOTORS CORPORATION,Niro FE,33,1.6,4,Auto(AM6),52,49,50,68.2,66.2,67.2852,51.9792,48.6163,50.4101,,NA,Naturally Aspirated,AM,Automated Manual,6,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),750,2,2,7,Small Station Wagons,Battery(s),1,Lithium Ion,240,6.5,40.5,On-Board,Electrical Regen Brake,,Front Wheels,N,67.7,10,10,,7,,171,184,177
2019,Kia,KIA MOTORS CORPORATION,Niro,31,1.6,4,Auto(AM6),51,46,49,65.7,62.5,64.2204,50.8864,46.2675,48.6987,,NA,Naturally Aspirated,AM,Automated Manual,6,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),800,2,2,7,Small Station Wagons,Battery(s),1,Lithium Ion,240,6.5,40.5,On-Board,Electrical Regen Brake,,Front Wheels,N,64.6,10,10,,7,,175,193,183
2019,Honda,Honda,INSIGHT TOURING,17,1.5,4,Auto(AV),51,45,48,73.165,67.2416,70.3752,51.2457,44.5034,47.975,,NA,Naturally Aspirated,CVT,Continuously Variable,1,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),800,2,2,5,Midsize Cars,Battery(s),1,Lithium Ion,222,5.5,80,On-Board,Electrical Regen Brake,,Front Wheels,N,70.8,10,10,,7,,172,199,184
2019,Honda,Honda,ACCORD,48,2.0,4,Auto(AV),48,48,48,70.9,70.5,70.7194,48,48.0969,48.4664,,NA,Naturally Aspirated,CVT,Continuously Variable,1,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),800,2,2,6,Large Cars,Battery(s),1,Lithium Ion,259,4.25,51,On-Board,Electrical Regen Brake,,Front Wheels,N,71.1,10,10,,7,,184,183,184
2019,Toyota,TOYOTA,PRIUS c,69,1.5,4,Auto(AV),48,43,46,68.8473,63.8901,66.5246,48,43.0323,46.2114,,NA,Naturally Aspirated,CVT,Continuously Variable,1,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),850,2,2,4,Compact Cars,Battery(s),1,NiMH,144,6.5,46.4,On-Board,Electrical Regen Brake,,Front Wheels,N,67.2,10,10,,7,,183,205,193
2019,General Motors,Chevrolet,MALIBU,404,1.8,4,Auto(AV),49,43,46,68.3,60.4,64.5035,49.4795,43.0602,46.3689,,NA,Naturally Aspirated,CVT,Continuously Variable,1,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),850,2,2,5,Midsize Cars,Battery(s),1,Lithium Ion,300,5.2,34.9,On-Board,Electrical Regen Brake,,Front Wheels,Y,64.8,10,10,,5,,185,206,194
2019,Toyota,TOYOTA,CAMRY HYBRID XLE/SE,33,2.5,4,Auto(AV-S6),44,47,46,61.7,64.5,62.9293,44.1939,47,46.2351,,NA,Naturally Aspirated,SCV,Selectable Continuously Variable (e.g. CVT with paddles),6,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),850,2,2,5,Midsize Cars,Battery(s),1,NiMH,245,6.5,46.4,On-Board,Electrical Regen Brake,,Front Wheels,N,63.6,10,10,,7,,200,189,195
2019,Toyota,LEXUS,ES 300h,65,2.5,4,Auto(AV-S6),43,45,44,59.9666,61.1064,60.4742,43,44.6225,44.1781,,NA,Naturally Aspirated,SCV,Selectable Continuously Variable (e.g. CVT with paddles),6,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),850,2,2,5,Midsize Cars,Battery(s),1,NiMH,245,6.5,46.4,On-Board,Electrical Regen Brake,,Front Wheels,N,61.1,10,10,,7,,204,197,201
2019,Toyota,TOYOTA,AVALON HYBRID XLE,38,2.5,4,Auto(AV-S6),43,44,44,60.7999,61.4661,61.0979,42.9632,44.48,43.6328,,NA,Naturally Aspirated,SCV,Selectable Continuously Variable (e.g. CVT with paddles),6,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),850,2,2,5,Midsize Cars,Battery(s),1,NiMH,245,6.5,46.4,On-Board,Electrical Regen Brake,,Front Wheels,N,61.8,10,10,,7,,205,197,201
2019,Toyota,TOYOTA,AVALON HYBRID,37,2.5,4,Auto(AV-S6),43,43,43,59.1,59.5,59.2793,43.237,43.213,43.2262,,NA,Naturally Aspirated,SCV,Selectable Continuously Variable (e.g. CVT with paddles),6,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),900,2,2,5,Midsize Cars,Battery(s),1,NiMH,245,6.5,46.4,On-Board,Electrical Regen Brake,,Front Wheels,N,59.9,9,9,,7,,203,203,203
2019,Kia,KIA MOTORS CORPORATION,Niro Touring,32,1.6,4,Auto(AM6),46,40,43,60,58.4,59.2693,45.6915,40.452,43.175,,NA,Naturally Aspirated,AM,Automated Manual,6,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),900,2,2,7,Small Station Wagons,Battery(s),1,Lithium Ion,240,6.5,40.5,On-Board,Electrical Regen Brake,,Front Wheels,N,59.6,9,9,,7,,195,222,207
2019,Toyota,LEXUS,UX 250h,103,2.0,4,Auto(AV-S6),43,41,42,59.5,58.1496,58.8846,43.0233,40.9422,42.0612,,NA,Naturally Aspirated,SCV,Selectable Continuously Variable (e.g. CVT with paddles),6,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),900,2,2,4,Compact Cars,Battery(s),1,NiMH,216,6.5,46.4,On-Board,Electrical Regen Brake,,Front Wheels,N,42.5,9,9,,6,,204,215,209
2019,Ford Motor Company,Ford,FUSION HYBRID FWD,16,2.0,4,Auto(AV),43,41,42,62.1527,62.4712,62.2956,43,41,42,,NA,Naturally Aspirated,CVT,Continuously Variable,1,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),900,2,2,5,Midsize Cars,Battery(s),1,Lithium Ion,280,4.75,31.7,On-Board,Electrical Regen Brake,,Front Wheels,N,62.6,9,9,,7,,206,217,212
2019,Hyundai,HYUNDAI MOTOR COMPANY,Sonata HYBRID SE,61,2.0,4,Auto(AM6),40,46,42,56,64,59.3377,40,46,42,,NA,Naturally Aspirated,AM,Automated Manual,6,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),900,2,2,5,Midsize Cars,Battery(s),1,Lithium Ion,270,6.5,42.3,On-Board,Electrical Regen Brake,,Front Wheels,N,59.7,9,9,,7,,223,194,212
2019,Kia,KIA MOTORS CORPORATION,Optima Hybrid,30,2.0,4,Auto(AM6),39,45,41,56.5,62.5994,59.0909,38.5799,45.3959,41.3755,,NA,Naturally Aspirated,AM,Automated Manual,6,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),950,2,2,5,Midsize Cars,Battery(s),1,Lithium Ion,270,6.5,38.6,On-Board,Electrical Regen Brake,,Front Wheels,N,59.4,9,9,,3,,231,196,215
2019,Ford Motor Company,Ford,FUSION HYBRID TAXI,140,2.0,4,Auto(AV),43,40,41,62.1527,62.4712,62.2956,43,40,41,,NA,Naturally Aspirated,CVT,Continuously Variable,1,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),950,2,2,5,Midsize Cars,Battery(s),1,Lithium Ion,280,4.75,31.7,On-Board,Electrical Regen Brake,,Front Wheels,N,62.6,9,9,,7,,206,222,217
2019,Hyundai,HYUNDAI MOTOR COMPANY,Sonata HYBRID,60,2.0,4,Auto(AM6),39,44,41,55.9,64,59.276,39,44.3066,41,,NA,Naturally Aspirated,AM,Automated Manual,6,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),950,2,2,5,Midsize Cars,Battery(s),1,Lithium Ion,270,6.5,42.3,On-Board,Electrical Regen Brake,,Front Wheels,N,59.6,9,9,,7,,228,201,217
2019,Ford Motor Company,Lincoln,MKZ HYBRID FWD,22,2.0,4,Auto(AV),42,39,41,62.1527,62.4712,62.2956,42,39,41,,NA,Naturally Aspirated,CVT,Continuously Variable,1,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),950,2,2,5,Midsize Cars,Battery(s),1,Lithium Ion,280,4.75,31.7,On-Board,Electrical Regen Brake,,Front Wheels,N,62.6,9,9,,7,,211,228,217
2019,Toyota,TOYOTA,RAV4 HYBRID AWD,109,2.5,4,Auto(AV-S6),41,38,40,57.5933,53.6957,55.7716,41,38.2131,40.1834,,NA,Naturally Aspirated,SCV,Selectable Continuously Variable (e.g. CVT with paddles),6,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),950,2,2,31,Small SUV 4WD,Battery(s),1,NiMH,245,6.5,46.4,On-Board,Electrical Regen Brake,,Both,N,,9,9,,7,,214,233,223
2019,Toyota,LEXUS,UX 250h AWD,104,2.0,4,Auto(AV-S6),41,38,39,55.9496,54.8993,55.472,41.2367,38,39,,NA,Naturally Aspirated,SCV,Selectable Continuously Variable (e.g. CVT with paddles),6,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),1000,2,2,4,Compact Cars,Battery(s),1,NiMH,216,6.5,46.4,On-Board,Electrical Regen Brake,,Front Wheels,N,40.4,9,9,,6,,213,231,225
2019,Mitsubishi Motors Co,Mitsubishi Motors Corporation,MIRAGE,102,1.2,3,Auto(AV),36,43,39,48.5598,63.9,54.441,35.7383,42.6453,38.5478,,NA,Naturally Aspirated,CVT,Continuously Variable,1,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1000,2,2,4,Compact Cars,,,,,,,,,,,,54.8,9,9,,5,,247,207,229
2019,Mitsubishi Motors Co,Mitsubishi Motors Corporation,MIRAGE G4,104,1.2,3,Auto(AV),35,41,37,47.4229,62.5362,53.2096,35.0215,41,37,,NA,Naturally Aspirated,CVT,Continuously Variable,1,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1050,2,2,4,Compact Cars,,,,,,,,,,,,53.6,8,8,,5,,252,216,239
2019,Mitsubishi Motors Co,Mitsubishi Motors Corporation,MIRAGE,101,1.2,3,Manual(M5),33,41,36,44.9092,60.8039,50.8963,33.419,40.8484,36.398,,NA,Naturally Aspirated,M,Manual,5,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1050,2,2,4,Compact Cars,,,,,,,,,,,,51.2,8,8,,5,,264,216,242
2019,Honda,Honda,FIT,3,1.5,4,Auto(AV),33,40,36,43.7998,58.3993,49.3517,33,39.8287,36.467,,NA,Naturally Aspirated,CVT,Continuously Variable,1,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1050,2,2,7,Small Station Wagons,,,,,,,,,,,,49.7,8,8,,7,,267,221,246
2019,Honda,Honda,CIVIC 4Dr,56,1.5,4,Auto(AV),32,42,36,41.4722,60.8736,48.4162,31.8435,41.6289,35.6103,,TC,Turbocharged,CVT,Continuously Variable,1,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1050,2,2,5,Midsize Cars,,,,,,,,,,,,48.7,8,8,,3,,277,212,248
2019,Toyota,TOYOTA,COROLLA HATCHBACK,67,2.0,4,Auto(AV-S10),32,42,36,42.7963,62.2,49.7852,32.0528,41.6616,35.7647,,NA,Naturally Aspirated,SCV,Selectable Continuously Variable (e.g. CVT with paddles),10,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1050,2,2,4,Compact Cars,,,,,,,,,,,,50.3,8,8,,6,,278,213,249
2019,Mitsubishi Motors Co,Mitsubishi Motors Corporation,MIRAGE G4,103,1.2,3,Manual(M5),33,40,35,44.4601,60.402,50.4522,33.1301,40,35,,NA,Naturally Aspirated,M,Manual,5,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1100,2,2,4,Compact Cars,,,,,,,,,,,,50.8,8,8,,5,,266,221,252
2019,Toyota,TOYOTA,YARIS,203,1.5,4,Auto(S6),32,40,35,43.0775,60.2598,49.4185,32.2357,40,35,,NA,Naturally Aspirated,SA,Semi-Automatic,6,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1100,2,2,4,Compact Cars,,,,,,,,,,,,49.7,8,8,,3,,274,221,252
2019,MAZDA,MAZDA,MAZDA2,202,1.5,4,Auto(S6),32,40,35,42.4,58.9,48.516,31.7946,39.7315,34.9351,,NA,Naturally Aspirated,SA,Semi-Automatic,6,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1100,2,2,4,Compact Cars,,,,,,,,,,,,48.8,8,8,,3,,278,223,253
2019,Honda,Honda,CIVIC 2Dr,58,1.5,4,Auto(AV),31,40,35,40.7748,58.6981,47.27,31.2369,39.6003,34.5174,,TC,Turbocharged,CVT,Continuously Variable,1,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1100,2,2,4,Compact Cars,,,,,,,,,,,,47.6,8,8,,3,,282,223,256
2019,Hyundai,HYUNDAI MOTOR COMPANY,Elantra,38,1.4,4,Auto(AM7),32,40,35,41.4,58.8,47.7599,31.5612,39.8483,34.8198,,TC,Turbocharged,AM,Automated Manual,7,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1100,2,2,5,Midsize Cars,,,,,,,,,,,,48.5,8,8,,3,,282,224,256
2019,Kia,KIA MOTORS CORPORATION,Forte FE,25,2.0,4,Auto(AV),31,41,35,40.8,61.4,48.0552,30.7457,41.1962,34.7078,,NA,Naturally Aspirated,CVT,Continuously Variable,1,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1100,2,2,5,Midsize Cars,,,,,,,,,,,,48.8,8,8,,5,,289,216,256
2019,Honda,Honda,CIVIC 5Dr,50,1.5,4,Auto(AV),31,40,34,40.8473,58.6913,47.3216,30.7769,39.6085,34.2094,,TC,Turbocharged,CVT,Continuously Variable,1,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1100,2,2,6,Large Cars,,,,,,,,,,,,47.6,8,8,,3,,288,224,259
2019,Nissan,NISSAN,ROGUE FWD Hybrid,781,2.0,4,Auto(AV-S7),33,35,34,44.6,52.7,47.914,33.2202,35,34.4284,,NA,Naturally Aspirated,SCV,Selectable Continuously Variable (e.g. CVT with paddles),7,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1100,2,2,30,Small SUV 2WD,Battery(s),1,Lithium Ion,202,4,25.4,On-Board,Hydraulic Regen Brake,,Front Wheels,N,,8,8,,3,,267,254,261
2019,Nissan,NISSAN,VERSA,101,1.6,4,Auto(AV),31,39,34,40.9053,57.3771,46.9736,30.8151,38.8315,33.9709,,NA,Naturally Aspirated,CVT,Continuously Variable,1,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1100,2,2,4,Compact Cars,,,,,,,,,,,,47.3,8,8,,3,,288,229,262
2019,Volkswagen Group of,Volkswagen,Jetta,1,1.4,4,Auto(S8),30,40,34,38.5,58.9,45.6084,30.1164,39.7619,33.8068,,TC,Turbocharged,SA,Semi-Automatic,8,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1100,2,2,4,Compact Cars,,,,,,,,,,,,45.6,8,8,,7,,294,222,262
2019,Volkswagen Group of,Volkswagen,Jetta,2,1.4,4,Manual(M6),30,40,34,37.3499,59.3,44.8146,29.7537,39.8518,33.583,,TC,Turbocharged,M,Manual,6,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1100,2,2,4,Compact Cars,,,,,,,,,,,,44.8,8,8,,7,,296,222,263
2019,Toyota,TOYOTA,COROLLA LE ECO,55,1.8,4,Auto(AV),30,40,34,40.5,58.6,47.038,30,39.5547,34.0354,,NA,Naturally Aspirated,CVT,Continuously Variable,1,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1100,2,2,5,Midsize Cars,,,,,,,,,,,,48,8,8,,5,,295,224,263
2019,Honda,Honda,CIVIC 2Dr,64,2.0,4,Auto(AV),30,38,33,38.7,56.5,45.0928,30.0996,38.4193,33.3494,,NA,Naturally Aspirated,CVT,Continuously Variable,1,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1150,2,2,4,Compact Cars,,,,,,,,,,,,45.4,8,8,,3,,293,229,264
2019,MAZDA,MAZDA,MAZDA2,201,1.5,4,Manual(M6),30,39,34,41,57.7,47.1396,30,39.0229,34.0784,,NA,Naturally Aspirated,M,Manual,6,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1100,2,2,4,Compact Cars,,,,,,,,,,,,47.5,8,8,,3,,294,226,264
2019,Toyota,TOYOTA,YARIS,202,1.5,4,Manual(M6),30,39,34,40.8658,59.3,47.5122,30,39,34.3374,,NA,Naturally Aspirated,M,Manual,6,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1100,2,2,4,Compact Cars,,,,,,,,,,,,47.8,8,8,,3,,294,227,264
2019,Toyota,TOYOTA,CAMRY,31,2.5,4,Auto(S8),29,41,34,39.1,61.8,46.8427,29,41.4291,33.9783,,NA,Naturally Aspirated,SA,Semi-Automatic,8,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1100,2,2,5,Midsize Cars,,,,,,,,,,,,47.4,8,8,,7,,305,213,264
2019,Toyota,TOYOTA,COROLLA HATCHBACK XSE,68,2.0,4,Auto(AV-S10),30,38,33,39.5,56.5,45.6858,29.8859,38.3105,33.1681,,NA,Naturally Aspirated,SCV,Selectable Continuously Variable (e.g. CVT with paddles),10,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1150,2,2,4,Compact Cars,,,,,,,,,,,,46.2,8,8,,6,,295,230,266
2019,Honda,Honda,CIVIC 4Dr,55,1.5,4,Auto(AV-S7),30,38,33,39.5,55.4,45.3581,30.2746,37.7558,33.2383,,TC,Turbocharged,SCV,Selectable Continuously Variable (e.g. CVT with paddles),7,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1150,2,2,5,Midsize Cars,,,,,,,,,,,,45.7,8,8,,3,,292,234,266
2019,Honda,Honda,ACCORD,43,1.5,4,Auto(AV),30,38,33,39.8145,56.3639,45.876,30.0945,38.2295,33.2814,,TC,Turbocharged,CVT,Continuously Variable,1,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1150,2,2,6,Large Cars,,,,,,,,,,,,46.2,8,8,,7,,294,232,266
2019,General Motors,Chevrolet,CRUZE,209,1.4,4,Auto(AV),30,38,33,39.8,56.2,45.8165,30.0849,38.1318,33.2416,,TC,Turbocharged,CVT,Continuously Variable,1,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1150,2,2,4,Compact Cars,,,,,,,,,,,,47,8,8,,6,,295,233,267
2019,Kia,KIA MOTORS CORPORATION,Forte,26,2.0,4,Auto(AV),30,40,34,39.6848,58.6475,46.4421,30.0085,39.5827,33.6738,,NA,Naturally Aspirated,CVT,Continuously Variable,1,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1100,2,2,5,Midsize Cars,,,,,,,,,,,,47.2,8,8,,7,,299,227,267
2019,Honda,Honda,FIT,4,1.5,4,Auto(AV-S7),31,36,33,40.7998,52.8496,45.4645,31,36.1329,33,,NA,Naturally Aspirated,SCV,Selectable Continuously Variable (e.g. CVT with paddles),7,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1150,2,2,7,Small Station Wagons,,,,,,,,,,,,45.8,8,8,,7,,285,244,267
2019,Honda,Honda,CIVIC 4Dr,61,2.0,4,Auto(AV),30,38,33,38,57,44.7059,29.6879,38.3228,33.0377,,NA,Naturally Aspirated,CVT,Continuously Variable,1,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1150,2,2,5,Midsize Cars,,,,,,,,,,,,45,8,8,,3,,298,232,268
2019,Honda,Honda,CIVIC 2Dr,57,1.5,4,Auto(AV-S7),30,37,33,39.2593,54.1,44.7881,30.0971,36.7995,32.7841,,TC,Turbocharged,SCV,Selectable Continuously Variable (e.g. CVT with paddles),7,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1150,2,2,4,Compact Cars,,,,,,,,,,,,45.1,8,8,,3,,293,240,269
2019,General Motors,Chevrolet,SPARK,248,1.4,4,Auto(AV),30,38,33,39.3246,55.1996,45.1704,29.7693,37.5344,32.8252,,NA,Naturally Aspirated,CVT,Continuously Variable,1,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1150,2,2,3,Subcompact Cars,,,,,,,,,,,,45.5,8,8,,5,,298,237,271
2019,General Motors,Chevrolet,SPARK ACTIV,249,1.4,4,Auto(AV),30,37,33,39.3246,55.1996,45.1704,29.7693,37,32.8252,,NA,Naturally Aspirated,CVT,Continuously Variable,1,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1150,2,2,3,Subcompact Cars,,,,,,,,,,,,45.5,8,8,,5,,298,240,271
2019,Toyota,LEXUS,UX 200,102,2.0,4,Auto(AV-S10),29,37,33,38.8,54.8655,44.6885,29.42,37.3342,32.5224,,NA,Naturally Aspirated,SCV,Selectable Continuously Variable (e.g. CVT with paddles),10,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1150,2,2,5,Midsize Cars,,,,,,,,,,,,45.2,8,8,,6,,300,236,271
2019,Nissan,NISSAN,Kicks,106,1.6,4,Auto(AV),31,36,33,40.6096,52.5458,45.2334,30.6202,35.9368,32.8041,,NA,Naturally Aspirated,CVT,Continuously Variable,1,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1150,2,2,5,Midsize Cars,,,,,,,,,,,,45.9,8,8,,7,,290,248,271
2019,Toyota,TOYOTA,COROLLA LE ECO,56,1.8,4,Auto(AV),29,38,33,38.9,55.3,44.8909,29.4867,37.5944,32.6559,,NA,Naturally Aspirated,CVT,Continuously Variable,1,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1150,2,2,5,Midsize Cars,,,,,,,,,,,,45.8,8,8,,5,,300,235,271
2019,Honda,Honda,CIVIC 5Dr,49,1.5,4,Manual(M6),29,38,33,36.6494,53.3496,42.6585,29.2996,37.6488,32.5477,,TC,Turbocharged,M,Manual,6,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1350,2,2,6,Large Cars,,,,,,,,,,,,42.9,8,8,,3,,301,234,271
2019,Hyundai,HYUNDAI MOTOR COMPANY,Elantra SE,28,2.0,4,Auto(S6),29,38,33,38.2345,56.5397,44.7549,29.0422,38.3341,32.5978,,NA,Naturally Aspirated,SA,Semi-Automatic,6,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1150,2,2,5,Midsize Cars,,,,,,,,,,,,45.5,8,8,,5,,305,231,272
2019,General Motors,Chevrolet,SPARK,250,1.4,4,Manual(M5),29,38,33,38.6,55.4254,44.7073,29.2865,37.6694,32.5457,,NA,Naturally Aspirated,M,Manual,5,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1150,2,2,3,Subcompact Cars,,,,,,,,,,,,45,8,8,,5,,303,236,273
